Country,Total Records,authority_name,authority_type_id,authority_type_name,award_criteria_id,award_criteria_name,bid_type_id,bid_type_name,comment_deadline,contract_id,contract_name,country,date,deadline,directive,document_id,document_name,document_number,document_sent,heading,id,identifier,nuts_code,oj,oj_uc,original_language,place,procedure_id,procedure_name,publication_date,regulation_id,regulation_name,signature,source_tender,title,title_uc,uri,url,year
GM,19,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,63.16,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
GN,20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,45.00,5.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,5.00,100.00
GR,23618,99.98,100.00,100.00,100.00,100.00,100.00,100.00,44.51,100.00,100.00,100.00,100.00,69.78,30.16,100.00,100.00,100.00,100.00,100.00,100.00,100.00,64.10,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,62.50,100.00
GT,59,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.69,100.00,100.00,100.00,100.00,66.10,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
GW,5,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,40.00,20.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
GY,51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,50.98,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
HN,55,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.82,100.00,100.00,100.00,100.00,63.64,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
HR,808,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.87,100.00,100.00,100.00,100.00,58.29,0.99,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.98,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.73,100.00
HT,25,100.00,100.00,100.00,100.00,100.00,100.00,100.00,4.00,100.00,100.00,100.00,100.00,44.00,4.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,4.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,8.00,100.00
HU,25595,100.00,100.00,100.00,100.00,100.00,100.00,100.00,57.19,100.00,100.00,100.00,100.00,58.56,25.96,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,53.43,100.00
ID,35,100.00,100.00,100.00,100.00,100.00,100.00,100.00,8.57,100.00,100.00,100.00,100.00,60.00,2.86,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2.86,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,17.14,100.00
IE,11291,100.00,100.00,100.00,100.00,100.00,100.00,100.00,18.33,100.00,100.00,100.00,100.00,60.47,31.98,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.65,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,75.94,100.00
IL,27,100.00,100.00,100.00,100.00,100.00,100.00,100.00,14.81,100.00,100.00,100.00,100.00,85.19,14.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,18.52,100.00
IN,92,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.26,100.00,100.00,100.00,100.00,60.87,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,52.17,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,59.78,100.00
IQ,23,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,39.13,4.35,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,4.35,100.00
IS,926,100.00,100.00,100.00,100.00,100.00,100.00,100.00,34.88,100.00,100.00,100.00,100.00,59.18,36.83,100.00,100.00,100.00,100.00,100.00,100.00,100.00,40.50,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,86.50,100.00
IT,91567,100.00,100.00,100.00,100.00,100.00,100.00,100.00,23.32,100.00,100.00,100.00,100.00,55.50,31.16,100.00,100.00,100.00,100.00,100.00,100.00,100.00,62.58,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,76.79,100.00
JM,31,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,54.84,3.23,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.23,100.00
JO,59,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,61.02,1.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.69,100.00
JP,43,100.00,100.00,100.00,100.00,100.00,100.00,100.00,32.56,100.00,100.00,100.00,100.00,69.77,20.93,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,67.44,100.00
KE,126,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.97,100.00,100.00,100.00,100.00,53.97,19.05,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.59,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,27.78,100.00
KG,62,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.61,100.00,100.00,100.00,100.00,58.06,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.23,100.00
KH,8,100.00,100.00,100.00,100.00,100.00,100.00,100.00,25.00,100.00,100.00,100.00,100.00,50.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00
KI,8,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,62.50,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
KM,19,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,52.63,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
KN,7,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,71.43,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
KP,21,100.00,100.00,100.00,100.00,100.00,100.00,100.00,19.05,100.00,100.00,100.00,100.00,52.38,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,19.05,100.00
KR,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.67,100.00,100.00,100.00,100.00,66.67,33.33,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
KY,7,100.00,100.00,100.00,100.00,100.00,100.00,100.00,14.29,100.00,100.00,100.00,100.00,57.14,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,28.57,100.00
KZ,113,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,65.49,0.88,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.88,100.00
LA,4,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,75.00,25.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,25.00,100.00
LB,88,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.14,100.00,100.00,100.00,100.00,50.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.14,100.00
LC,24,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,58.33,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
LI,171,100.00,100.00,100.00,100.00,100.00,100.00,100.00,29.82,100.00,100.00,100.00,100.00,40.94,11.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,11.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,49.71,100.00
LK,5,100.00,100.00,100.00,100.00,100.00,100.00,100.00,20.00,100.00,100.00,100.00,100.00,60.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,20.00,100.00
LR,11,100.00,100.00,100.00,100.00,100.00,100.00,100.00,9.09,100.00,100.00,100.00,100.00,63.64,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,18.18,100.00
LS,20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,80.00,15.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,10.00,100.00
LT,21579,100.00,100.00,100.00,100.00,100.00,100.00,100.00,56.52,100.00,100.00,100.00,100.00,57.38,37.88,100.00,100.00,100.00,100.00,100.00,100.00,100.00,16.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,53.89,100.00
LU,5593,100.00,100.00,100.00,100.00,100.00,100.00,100.00,23.14,100.00,100.00,100.00,100.00,55.41,30.23,100.00,100.00,100.00,100.00,100.00,100.00,100.00,29.73,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,34.27,100.00
LV,11523,100.00,100.00,100.00,100.00,100.00,100.00,100.00,54.40,100.00,100.00,100.00,100.00,54.67,34.48,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.92,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,72.52,100.00
MA,161,98.76,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,71.43,0.62,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.24,100.00
MC,2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,50.00,100.00
MD,125,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.60,100.00,100.00,100.00,100.00,64.80,2.40,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.60,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.60,100.00
ME,256,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.17,100.00,100.00,100.00,100.00,55.86,0.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.56,100.00
MG,21,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,33.33,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MK,1289,100.00,100.00,100.00,100.00,100.00,100.00,100.00,35.22,100.00,100.00,100.00,100.00,67.80,27.23,100.00,100.00,100.00,100.00,100.00,100.00,100.00,23.04,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,45.38,100.00
ML,78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.28,100.00,100.00,100.00,100.00,60.26,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.85,100.00
MM,2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MN,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,33.33,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MR,55,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.82,100.00,100.00,100.00,100.00,49.09,1.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.82,100.00
MT,2223,100.00,100.00,100.00,100.00,100.00,100.00,100.00,54.25,100.00,100.00,100.00,100.00,65.99,30.18,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.94,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,43.36,100.00
MU,15,100.00,100.00,100.00,100.00,100.00,100.00,100.00,6.67,100.00,100.00,100.00,100.00,60.00,6.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,6.67,100.00
MW,84,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.19,100.00,100.00,100.00,100.00,55.95,1.19,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2.38,100.00
MX,20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,10.00,100.00,100.00,100.00,100.00,50.00,10.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,5.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,35.00,100.00
MY,8,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,37.50,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
MZ,67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.49,100.00,100.00,100.00,100.00,62.69,1.49,100.00,100.00,100.00,100.00,100.00,100.00,100.00,4.48,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
NA,27,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.70,100.00,100.00,100.00,100.00,37.04,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.70,100.00
NC,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,66.67,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00
NE,74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.35,100.00,100.00,100.00,100.00,52.70,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,4.05,100.00
NG,75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,57.33,1.33,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1.33,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,29.33,100.00
NI,97,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2.06,100.00,100.00,100.00,100.00,46.39,3.09,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.09,100.00
NL,41196,99.99,100.00,100.00,100.00,100.00,100.00,100.00,40.09,100.00,100.00,100.00,100.00,54.68,31.85,100.00,100.00,100.00,100.00,100.00,100.00,100.00,75.07,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,55.49,100.00
NO,28996,100.00,100.00,100.00,100.00,100.00,100.00,100.00,29.93,100.00,100.00,100.00,100.00,67.18,35.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,3.93,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.60,100.00
